tokens,tags
"['The', 'System', 'must', 'maintain', 'the', 'audit', 'trail', 'for', 'as', 'long', 'as', 'required', ',', 'which', 'will', 'be', 'at', 'least', 'for', 'the', 'life', 'of', 'the', 'case', 'to', 'which', 'it', 'refers', '.']","[0, 1, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Gemini', 'Control', 'System', 'development', 'effort', 'will', 'obey', 'and', 'abide', 'by', 'both', 'the', 'letter', 'and', 'the', 'spirit', 'of', 'all', 'applicable', 'engineering', 'practices', ',', 'laws', ',', 'regulations', ',', 'and', 'policies', '.', 'All', 'necessary', 'safety', 'approvals', 'will', 'be', 'obtained', 'before', 'devices', 'will', 'be', 'accepted', '.', 'The', 'safety', 'precedents', 'and', 'requirements', 'are', 'detailed', 'below', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'the', 'purposes', 'of', 'defining', 'common', 'subscription', 'profiles', ',', 'a', 'number', 'of', 'subscription', 'types', 'might', 'be', 'used', ',', 'for', 'example', ':', '(', 'I', ')', 'Cab', 'radio', ';', 'on', '-', 'train', 'radio', ';', 'controller', ';', 'trackside', 'worker', ';', 'general', 'staff', ';', 'data', 'systems', ';', 'administration', '/', 'management', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A1', '.', 'System', 'recognizes', 'Sales', 'Person', ""'s"", 'cookie', ';', 'A2', '.', 'Go', 'to', 'Step', '5', '(', 'Basic', 'Scenario', ')', ';', 'B1', '.', 'Sales', 'Person', 'enters', 'incorrect', 'login', 'information', ';', 'B2', '.', 'System', 'prompts', 'the', 'Sales', 'Person', 'to', 'resend', 'login', 'details', 'to', 'email', 'account', ';', 'B3', '.', 'Sales', 'Person', 'confirms', ';', 'B4', '.', 'System', 'sends', 'email', 'to', 'registered', 'email', 'address', ';', 'B5', '.', 'Go', 'to', 'Step', '1', '(', 'Basic', 'Scenario', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Not', 'all', 'calls', 'require', 'confirmation', '.', 'The', 'application', 'must', 'be', 'able', 'to', 'deduce', 'that', 'a', 'confirmation', 'is', 'necessary', 'from', 'the', 'call', 'priority', ',', 'as', 'all', 'calls', 'of', '‘', 'Railway', 'emergency', '’', 'priority', 'must', 'be', 'confirmed', '.', '(', 'M', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'precedence', 'for', 'conforming', 'to', 'safety', 'requirements', 'will', 'be', ':', 'design', 'for', 'minimum', 'risk', ';', 'incorporate', 'safety', 'devices', ';', 'provide', 'warning', 'devices', ';', 'develop', 'procedures', 'and', 'training', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Further', 'information', 'may', 'be', 'obtained', 'from', '[', 'MORANE', 'SSRS', ',', 'MORANE', 'FA', 'FFFS', ',', 'MORANE', 'FA', 'FIS', ']', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'logical', 'architecture', 'of', 'an', 'EIRENE', 'mobile', 'station', '(', 'EIRENE', 'MS', ')', 'is', 'shown', 'in', 'figure', '4', '-', '1', '.', 'The', 'architecture', 'consists', 'of', 'the', 'following', 'elements', ':', '(', 'I', ')', 'a', ')', 'GSM', 'Mobile', 'Termination', '(', 'GSM', '-', 'MT', '):', 'comprising', 'GSM', 'mobile', 'equipment', 'and', 'SIM', ';', 'b', ')', 'Direct', 'Mode', 'Mobile', 'Termination', '(', 'DM', '-', 'MT', '):', 'for', 'direct', 'mode', 'communications', ';', 'EIRENE', 'applications', ':', 'standardised', 'features', 'outside', 'GSM', ':', 'dependent', 'on', 'radio', 'type', ';', 'd', ')', 'Man', 'Machine', 'Interface', '(', 'MMI', '):', 'dependent', 'on', 'radio', 'type', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'System', 'must', 'allow', 'changes', 'to', 'security', 'attributes', 'for', 'groups', 'or', 'users', '(', 'such', 'as', 'access', 'rights', ',', 'security', 'level', ',', 'privileges', ',', 'password', 'allocation', 'and', 'management', ')', 'to', 'be', 'made', 'only', 'by', 'super', '-', 'user', '.']","[0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
"['System', 'shall', 'display', 'the', 'hyperlinks', 'and', 'descriptions', 'for', 'the', 'user', 'to', 'perform', 'the', 'desired', 'functions', 'as', 'specified', 'in', 'the', 'related', 'UIS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'will', 'check', 'the', 'duplicated', 'ID', 'for', 'the', 'salesman', 'and', 'team', '.', 'The', 'system', 'can', 'allow', 'the', 'duplicate', 'names', 'of', 'the', 'salesman', '.', 'On', 'capture', 'of', 'any', 'duplicate', 'name', 'the', 'system', 'will', 'give', 'a', 'warning', 'message', 'to', 'have', 'the', 'duplicate', 'name', 'or', 'to', 'change', 'the', 'name', '.', 'For', 'better', 'reporting', 'purposes', 'it', 'is', 'better', 'to', 'have', 'a', 'differentiating', 'indicator', 'on', 'the', 'name']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customer', 'clicks', 'button', 'or', 'link', 'to', '""', 'Login', '""']","[1, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Environmental', 'Mode', ':', 'This', 'is', 'the', 'real', '-', 'time', 'operations', 'that', 'must', 'react', 'to', 'varying', 'degrees', 'of', 'readiness', 'to', 'full', 'scale', 'wartime', 'operations', 'such', 'as', 'crisis', 'planning', 'with', 'the', 'use', 'of', 'heterogeneous', 'data', 'types', 'and', 'sources', ',', 'transfer', 'capabilities', ',', 'data', 'management', 'services', ';', 'COE', 'Compliance', '.', 'XML', 'Services', 'shall', 'be', 'segmented', '.', 'COE', 'sponsors', 'shall', 'adhere', 'to', 'compliance', 'level', 'requirements', 'described', 'in', 'the', 'I&RTS', ';', 'In', 'the', 'fixed', '(', 'static', ')', 'mode', 'of', 'operation', '(', 'base', 'or', 'data', 'processing', 'megacenter', ')', ',', 'the', 'data', 'management', 'services', 'shall', 'have', 'the', 'capability', 'of', 'being', 'tuned', 'by', 'on', '-', 'site', 'personnel', 'to', 'adjust', 'for', 'varying', 'workloads', 'and', 'sizes', 'of', 'associated', 'databases', '.', 'These', 'workloads', 'and', 'databases', 'are', 'expected', 'to', 'change', 'more', 'frequently', 'and', 'to', 'a', 'greater', 'extent', 'than', 'for', 'processing', 'associated', 'with', 'deployed', 'units', ';', 'In', 'a', 'changing', '(', 'dynamic', ')', 'environment', ',', 'such', 'as', 'with', 'deployed', 'units', ',', 'the', 'workload', 'and', 'database', 'sizes', 'may', 'be', 'more', 'predetermined', '(', 'given', 'a', 'more', 'precise', 'mission', ')', 'and', 'require', 'access', 'to', 'fewer', 'data', 'management', 'administrative', 'capabilities', 'than', 'needed', 'in', 'a', 'fixed', 'environment', '.', 'The', 'XS', 'shall', 'have', 'the', 'ability', 'to', 'redefine', 'or', 'reset', 'names', 'of', 'connect', 'descriptors', 'to', 'database', 'server', 'instances', '.', 'Connect', 'descriptors', 'are', 'fully', 'qualified', 'object', 'names', 'and', 'include', 'address', '(', 'protocol', '/', 'host', '/', 'port', ')', 'and', 'instance', 'name', ';', 'In', 'a', 'degraded', 'communications', 'environment', ',', 'there', 'is', 'a', 'need', ',', 'for', 'example', ',', 'to', 'be', 'able', 'to', 'reset', 'session', 'time', '-', 'out', 'values', 'if', 'the', 'data', 'management', 'services', 'are', 'being', 'accessed', 'by', 'users', 'affected', 'by', 'the', 'communications', 'degradation', '.', 'At', 'a', 'minimum', ',', 'the', 'session', 'time', '-', 'out', 'values', 'shall', 'be', 'user', 'definable', 'and', 'be', 'able', 'to', 'be', 'reset', 'prior', 'to', 'initialization', 'of', 'a', 'user', 'session', '.', 'The', 'goal', 'is', 'to', 'provide', 'the', 'option', 'of', 'dynamically', 'changing', 'session', 'time', 'values', 'based', 'on', 'current', 'communications', 'performance', 'identified', 'by', 'capabilities', 'of', 'the', 'network', 'management', 'or', 'DBMS', ';', 'End', 'User', 'Mode', ':', 'Portion', 'of', 'XS', 'services', 'shall', 'be', 'used', 'by', 'various', 'classes', 'of', 'users', ':', 'data', 'consumers', ',', 'data', 'and', 'database', 'managers', ',', 'network', 'information', 'infrastructure', 'resource', 'managers', '.', 'Some', 'of', 'these', 'uses', 'of', 'the', 'data', 'management', 'services', 'will', 'entail', 'unique', 'requirements', 'that', 'shall', 'be', 'fulfilled', 'within', 'the', 'capability', 'of', 'XS', 'services', ';', 'Maintenance', 'Mode', ':', 'This', 'mode', 'includes', 'modification', 'and/or', 'addition', 'of', 'application', 'data', 'segments', ',', 'user', 'permission', ',', 'privileges', ',', 'and', 'restructuring', 'storage', 'and', 'memory', 'areas', '.', 'In', 'addition', ',', 'maintenance', 'also', 'shall', 'pertain', 'to', 'shutdown', ',', 'open', 'not', '-', 'mounted', 'and', 'online', '/', 'off', '-', 'line', 'implementations', ',', 'modifications', ',', 'upgrade', ',', 'or', 'other', 'related', 'actions', '.', 'The', 'data', 'management', 'services', 'shall', 'support', 'managing', 'various', 'types', 'of', 'data', ',', 'database', 'architectures', 'and', 'platforms', 'that', 'includes', 'hardware', 'and', 'software', 'at', 'the', 'specified', 'sites', ';', 'Training', 'Mode', '.', 'In', 'support', 'of', 'training', 'activities', ',', 'the', 'data', 'management', 'services', 'shall', 'provide', 'for', 'the', 'same', 'processing', 'as', 'would', 'be', 'encountered', 'in', 'a', 'production', 'environment', '.', 'However', ',', 'access', 'to', 'the', 'database', 'may', 'be', 'via', 'a', 'training', 'application', 'access', 'to', 'the', 'DBMS', 'rather', 'than', 'from', 'the', 'production', 'mission', 'application', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Although', 'there', 'are', 'two', 'telescopes', 'as', 'part', 'of', 'the', 'Gemini', 'system', 'there', 'are', 'no', 'plans', 'to', 'support', 'concurrent', 'use', 'of', 'them', 'as', 'if', 'they', 'were', 'a', 'single', 'facility', '.', 'It', 'is', ',', 'however', ',', 'a', 'long', 'term', 'goal', 'of', 'the', 'Gemini', 'project', 'to', 'be', 'capable', 'of', 'being', 'used', 'in', 'conjunction', 'with', 'nearby', ',', 'perhaps', 'non', '-', 'Gemini', ',', 'telescopes', 'on', 'the', 'same', 'site', '(', 'for', 'instance', 'for', 'interferometry', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['ETCS', 'shall', 'be', 'compatible', 'with', 'existing', 'national', 'systems', 'listed', 'in', 'the', 'CCS', 'TSI', 'such', 'that', 'it', 'does', 'not', 'interfere', 'with', 'the', 'national', 'systems', 'and', 'is', 'not', 'interfered', 'with', 'by', 'the', 'national', 'systems', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Systems', 'supporting', 'OM', 'should', 'be', 'able', 'to', 'create', 'new', 'contacts', 'from', 'existing', 'case', 'records', ',', 'and', 'should', 'also', 'identify', 'the', 'contact', 'type', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'following', 'EIRENE', 'features', 'are', 'to', 'be', 'supported', 'for', 'each', 'type', 'of', 'mobile', 'radio', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Remote', 'control', 'means', 'that', 'the', 'function', 'normally', 'associated', 'with', 'a', 'local', 'Telescope', 'Operator', ',', 'that', 'of', 'entering', 'telescope', 'control', 'commands', ',', 'would', 'be', 'available', 'from', 'a', 'remote', 'site', '.', 'In', 'practice', 'remote', 'control', 'will', 'be', 'restricted', 'to', 'the', 'Gemini', '8', 'm', 'Telescopes', 'Enclosure', 'and', 'Gemini', '8', 'm', 'Telescopes', 'Control', 'Facility', '.', 'The', 'philosophy', 'behind', 'this', 'is', 'that', ',', 'for', 'safety', 'considerations', ',', 'telescope', 'control', 'commands', 'can', 'not', 'be', 'issued', 'without', 'a', 'staff', 'member', '(', 'not', 'necessarily', 'the', 'same', 'person', ')', 'having', 'direct', 'access', 'to', ':', 'a', 'hard', 'wired', '“', 'stop', '”', 'button', ';', 'real', 'time', 'video', 'and', 'audio', ';', 'control', 'of', 'the', 'telescope', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customers', 'will', 'be', 'able', 'to', 'create', 'accounts', 'to', 'store', 'their', 'customer', 'profiles', ',', 'configure', 'contact', 'information', ',', 'view', 'their', 'purchase', 'history', ',', 'and', 'confirm', 'orders', '.', 'Customers', 'will', 'be', 'able', 'to', 'register', ',', 'log', 'in', ',', 'and', 'log', 'out', 'of', 'their', 'accounts', '.', 'Furthermore', ',', 'Customer', 'profiles', 'will', 'also', 'include', 'payment', 'information', ',', 'such', 'as', 'the', 'ability', 'to', 'store', 'credit', 'card', 'information', ',', 'and', 'address', 'information', '.']","[1, 0, 0, 0, 0, 3, 4, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 1, 0, 0, 0, 0, 3, 0, 3, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0]"
